Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of cellular pH (GO:0030641)	1/31	0.0761542411780185	0.11381062010306078	0	0	13.279333333333334	34.194210378566844	ATP1A4
positive regulation of mononuclear cell migration (GO:0071677)	1/31	0.0761542411780185	0.11381062010306078	0	0	13.279333333333334	34.194210378566844	IL12A
regulation of immune response (GO:0050776)	2/179	0.07638116523479245	0.11399230452971783	0	0	4.559437334255736	11.72696009837237	FGR;SYK
negative regulation of cell-matrix adhesion (GO:0001953)	1/32	0.07851370053791566	0.11621316550208584	0	0	12.85032258064516	32.69741630324718	SRC
negative regulation of DNA biosynthetic process (GO:2000279)	1/32	0.07851370053791566	0.11621316550208584	0	0	12.85032258064516	32.69741630324718	SRC
DNA damage checkpoint signaling (GO:0000077)	1/32	0.07851370053791566	0.11621316550208584	0	0	12.85032258064516	32.69741630324718	ATM
response to amino acid (GO:0043200)	1/32	0.07851370053791566	0.11621316550208584	0	0	12.85032258064516	32.69741630324718	MTOR
membrane depolarization (GO:0051899)	1/32	0.07851370053791566	0.11621316550208584	0	0	12.85032258064516	32.69741630324718	KCNH2
positive regulation of telomere maintenance (GO:0032206)	1/32	0.07851370053791566	0.11621316550208584	0	0	12.85032258064516	32.69741630324718	ATM
positive regulation of transcription, DNA-templated (GO:0045893)	6/1183	0.07914366429368373	0.11698558028110081	0	0	2.126536391956953	5.393939446875397	KCNH2;STAT3;ATM;EGFR;MTOR;BRD4
antigen receptor-mediated signaling pathway (GO:0050851)	2/185	0.08083091028730319	0.11840103726084684	0	0	4.408609345377495	11.089397579108484	SYK;PIK3CA
negative regulation of smooth muscle cell proliferation (GO:0048662)	1/33	0.08086725188148412	0.11840103726084684	0	0	12.448125	31.30636633865138	IL12A
regulation of interleukin-17 production (GO:0032660)	1/33	0.08086725188148412	0.11840103726084684	0	0	12.448125	31.30636633865138	IL12A
neuron projection extension (GO:1990138)	1/33	0.08086725188148412	0.11840103726084684	0	0	12.448125	31.30636633865138	HSP90AA1
lytic vacuole organization (GO:0080171)	1/33	0.08086725188148412	0.11840103726084684	0	0	12.448125	31.30636633865138	MTOR
positive regulation of telomere maintenance via telomerase (GO:0032212)	1/33	0.08086725188148412	0.11840103726084684	0	0	12.448125	31.30636633865138	ATM
mitotic G2 DNA damage checkpoint signaling (GO:0007095)	1/33	0.08086725188148412	0.11840103726084684	0	0	12.448125	31.30636633865138	ATM
autophagosome maturation (GO:0097352)	1/34	0.08321490968036731	0.12005137636554325	0	0	12.07030303030303	30.010741376905646	CALM1
B cell receptor signaling pathway (GO:0050853)	1/34	0.08321490968036731	0.12005137636554325	0	0	12.07030303030303	30.010741376905646	SYK
cell-substrate junction assembly (GO:0007044)	1/34	0.08321490968036731	0.12005137636554325	0	0	12.07030303030303	30.010741376905646	SRC
cellular response to amino acid stimulus (GO:0071230)	1/34	0.08321490968036731	0.12005137636554325	0	0	12.07030303030303	30.010741376905646	MTOR
cellular response to vascular endothelial growth factor stimulus (GO:0035924)	1/34	0.08321490968036731	0.12005137636554325	0	0	12.07030303030303	30.010741376905646	PIK3CA
positive regulation of calcium ion transport into cytosol (GO:0010524)	1/34	0.08321490968036731	0.12005137636554325	0	0	12.07030303030303	30.010741376905646	DRD1
positive regulation of interleukin-12 production (GO:0032735)	1/34	0.08321490968036731	0.12005137636554325	0	0	12.07030303030303	30.010741376905646	SYK
histone lysine methylation (GO:0034968)	1/34	0.08321490968036731	0.12005137636554325	0	0	12.07030303030303	30.010741376905646	EHMT2
positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	1/34	0.08321490968036731	0.12005137636554325	0	0	12.07030303030303	30.010741376905646	STAT3
positive regulation of telomerase activity (GO:0051973)	1/34	0.08321490968036731	0.12005137636554325	0	0	12.07030303030303	30.010741376905646	HSP90AA1
protein insertion into membrane (GO:0051205)	1/34	0.08321490968036731	0.12005137636554325	0	0	12.07030303030303	30.010741376905646	EGFR
cellular response to amyloid-beta (GO:1904646)	1/35	0.08555668842409522	0.121805706414304	0	0	11.714705882352941	28.801495903666925	ATP1A3
regulation of ion transmembrane transport (GO:0034765)	1/35	0.08555668842409522	0.121805706414304	0	0	11.714705882352941	28.801495903666925	KCNH2
regulation of lipid biosynthetic process (GO:0046890)	1/35	0.08555668842409522	0.121805706414304	0	0	11.714705882352941	28.801495903666925	MTOR
regulation of phosphatidylinositol 3-kinase activity (GO:0043551)	1/35	0.08555668842409522	0.121805706414304	0	0	11.714705882352941	28.801495903666925	FGR
regulation of postsynaptic membrane potential (GO:0060078)	1/35	0.08555668842409522	0.121805706414304	0	0	11.714705882352941	28.801495903666925	DRD2
regulation of protein polymerization (GO:0032271)	1/35	0.08555668842409522	0.121805706414304	0	0	11.714705882352941	28.801495903666925	HSP90AA1
positive regulation of cell cycle G1/S phase transition (GO:1902808)	1/35	0.08555668842409522	0.121805706414304	0	0	11.714705882352941	28.801495903666925	EGFR
regulation of TORC1 signaling (GO:1903432)	1/35	0.08555668842409522	0.121805706414304	0	0	11.714705882352941	28.801495903666925	ATM
positive regulation of lipid biosynthetic process (GO:0046889)	1/35	0.08555668842409522	0.121805706414304	0	0	11.714705882352941	28.801495903666925	MTOR
positive regulation of lymphocyte activation (GO:0051251)	1/35	0.08555668842409522	0.121805706414304	0	0	11.714705882352941	28.801495903666925	IL12A
regulation of programmed cell death (GO:0043067)	2/194	0.08765321150060193	0.12270941411244944	0	0	4.2000425170068025	10.224445020580704	HSP90AA1;ATM
activation of adenylate cyclase activity (GO:0007190)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	DRD1
regulation of defense response to virus by host (GO:0050691)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	HSP90AA1
regulation of embryonic development (GO:0045995)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	EHMT1
cellular response to heat (GO:0034605)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	HSP90AA1
cyclic-nucleotide-mediated signaling (GO:0019935)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	HTR2C
regulation of osteoclast differentiation (GO:0045670)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	MTOR
positive regulation of interferon-beta production (GO:0032728)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	HSP90AA1
retina homeostasis (GO:0001895)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	ATP1B2
macrophage activation (GO:0042116)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	SYK
telomere maintenance via telomere lengthening (GO:0010833)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	HSP90AA1
membrane assembly (GO:0071709)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	UGCG
positive regulation of T cell mediated immunity (GO:0002711)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	IL12A
positive regulation of telomere maintenance via telomere lengthening (GO:1904358)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	ATM
Wnt signaling pathway, calcium modulating pathway (GO:0007223)	1/36	0.08789260252971193	0.12270941411244944	0	0	11.379428571428571	27.67066954509134	CALM1
negative regulation of endothelial cell proliferation (GO:0001937)	1/37	0.09022266636383927	0.12515503205855652	0	0	11.062777777777777	26.611230877061317	IL12A
regulation of erythrocyte differentiation (GO:0045646)	1/37	0.09022266636383927	0.12515503205855652	0	0	11.062777777777777	26.611230877061317	STAT3
regulation of protein autophosphorylation (GO:0031952)	1/37	0.09022266636383927	0.12515503205855652	0	0	11.062777777777777	26.611230877061317	CALM1
positive regulation of cytokinesis (GO:0032467)	1/37	0.09022266636383927	0.12515503205855652	0	0	11.062777777777777	26.611230877061317	DRD2
positive regulation of myeloid cell differentiation (GO:0045639)	1/37	0.09022266636383927	0.12515503205855652	0	0	11.062777777777777	26.611230877061317	STAT3
regulation of signal transduction (GO:0009966)	2/198	0.09073970425461392	0.12571108835274297	0	0	4.113494377342774	9.871400352988514	UGCG;SRC
regulation of cell communication (GO:0010646)	1/38	0.09254689432531574	0.12772415772958115	0	0	10.763243243243243	25.616947266383345	UGCG
negative regulation of TOR signaling (GO:0032007)	1/38	0.09254689432531574	0.12772415772958115	0	0	10.763243243243243	25.616947266383345	ATM
lysosome organization (GO:0007040)	1/38	0.09254689432531574	0.12772415772958115	0	0	10.763243243243243	25.616947266383345	MTOR
negative regulation of lymphocyte proliferation (GO:0050672)	1/39	0.09486530070027095	0.12960133252233985	0	0	10.479473684210527	24.6822758736909	ATM
regulation of cellular component biogenesis (GO:0044087)	1/39	0.09486530070027095	0.12960133252233985	0	0	10.479473684210527	24.6822758736909	HSP90AA1
cellular response to ketone (GO:1901655)	1/39	0.09486530070027095	0.12960133252233985	0	0	10.479473684210527	24.6822758736909	SRC
regulation of ion transmembrane transporter activity (GO:0032412)	1/39	0.09486530070027095	0.12960133252233985	0	0	10.479473684210527	24.6822758736909	FXYD2
DNA integrity checkpoint signaling (GO:0031570)	1/39	0.09486530070027095	0.12960133252233985	0	0	10.479473684210527	24.6822758736909	ATM
regulation of peptidyl-threonine phosphorylation (GO:0010799)	1/39	0.09486530070027095	0.12960133252233985	0	0	10.479473684210527	24.6822758736909	CALM1
endothelial cell migration (GO:0043542)	1/39	0.09486530070027095	0.12960133252233985	0	0	10.479473684210527	24.6822758736909	PIK3CA
response to peptide (GO:1901652)	1/39	0.09486530070027095	0.12960133252233985	0	0	10.479473684210527	24.6822758736909	STAT3
negative regulation of ERBB signaling pathway (GO:1901185)	1/40	0.09717789979173756	0.13192783886406528	0	0	10.21025641025641	23.802271876283825	EGFR
regulation of nitric oxide biosynthetic process (GO:0045428)	1/40	0.09717789979173756	0.13192783886406528	0	0	10.21025641025641	23.802271876283825	HSP90AA1
positive regulation of cation channel activity (GO:2001259)	1/40	0.09717789979173756	0.13192783886406528	0	0	10.21025641025641	23.802271876283825	CALM1
regulation of sodium ion transmembrane transporter activity (GO:2000649)	1/40	0.09717789979173756	0.13192783886406528	0	0	10.21025641025641	23.802271876283825	FXYD2
positive regulation of wound healing (GO:0090303)	1/40	0.09717789979173756	0.13192783886406528	0	0	10.21025641025641	23.802271876283825	MTOR
mitotic cell cycle phase transition (GO:0044772)	2/209	0.09939021795684952	0.1340503757442448	0	0	3.8927339051562653	8.987160921476887	HSP90AA1;TUBB
regulation of protein dephosphorylation (GO:0035304)	1/41	0.09948470584346449	0.1340503757442448	0	0	9.9545	22.97251088074931	CALM1
epithelial cell migration (GO:0010631)	1/41	0.09948470584346449	0.1340503757442448	0	0	9.9545	22.97251088074931	PIK3CA
positive regulation of cation transmembrane transport (GO:1904064)	1/41	0.09948470584346449	0.1340503757442448	0	0	9.9545	22.97251088074931	KCNH2
response to growth factor (GO:0070848)	1/41	0.09948470584346449	0.1340503757442448	0	0	9.9545	22.97251088074931	EPHA2
import into cell (GO:0098657)	1/41	0.09948470584346449	0.1340503757442448	0	0	9.9545	22.97251088074931	ATP1A2
negative regulation of protein catabolic process (GO:0042177)	1/42	0.10178573309710841	0.13647108204593716	0	0	9.711219512195122	22.189023010321883	EGFR
phosphatidylinositol phosphate biosynthetic process (GO:0046854)	1/42	0.10178573309710841	0.13647108204593716	0	0	9.711219512195122	22.189023010321883	PIK3CA
positive regulation of epithelial to mesenchymal transition (GO:0010718)	1/42	0.10178573309710841	0.13647108204593716	0	0	9.711219512195122	22.189023010321883	MTOR
positive regulation of protein tyrosine kinase activity (GO:0061098)	1/42	0.10178573309710841	0.13647108204593716	0	0	9.711219512195122	22.189023010321883	SRC
regulation of cell-cell adhesion (GO:0022407)	1/43	0.10408099571109564	0.1385186191382601	0	0	9.47952380952381	21.44823670194943	SRC
regulation of cytokine production involved in inflammatory response (GO:1900015)	1/43	0.10408099571109564	0.1385186191382601	0	0	9.47952380952381	21.44823670194943	STAT3
cellular response to retinoic acid (GO:0071300)	1/43	0.10408099571109564	0.1385186191382601	0	0	9.47952380952381	21.44823670194943	ATM
positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	1/43	0.10408099571109564	0.1385186191382601	0	0	9.47952380952381	21.44823670194943	IL12A
positive regulation of peptide hormone secretion (GO:0090277)	1/43	0.10408099571109564	0.1385186191382601	0	0	9.47952380952381	21.44823670194943	DRD2
substantia nigra development (GO:0021762)	1/43	0.10408099571109564	0.1385186191382601	0	0	9.47952380952381	21.44823670194943	CALM1
regulation of cell growth (GO:0001558)	2/217	0.10582294505200705	0.14035718231449607	0	0	3.7463692453725677	8.414300035713989	EGFR;MTOR
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	1/44	0.10637050785386946	0.14035718231449607	0	0	9.258604651162791	20.746930565453034	EGFR
branching morphogenesis of an epithelial tube (GO:0048754)	1/44	0.10637050785386946	0.14035718231449607	0	0	9.258604651162791	20.746930565453034	EPHA2
positive regulation of biosynthetic process (GO:0009891)	1/44	0.10637050785386946	0.14035718231449607	0	0	9.258604651162791	20.746930565453034	MTOR
positive regulation of cell division (GO:0051781)	1/44	0.10637050785386946	0.14035718231449607	0	0	9.258604651162791	20.746930565453034	DRD2
response to amyloid-beta (GO:1904645)	1/44	0.10637050785386946	0.14035718231449607	0	0	9.258604651162791	20.746930565453034	ATP1A3
intracellular steroid hormone receptor signaling pathway (GO:0030518)	1/44	0.10637050785386946	0.14035718231449607	0	0	9.258604651162791	20.746930565453034	SRC
regulation of DNA repair (GO:0006282)	1/45	0.10865428362703972	0.14267467825783614	0	0	9.047727272727272	20.08219202209419	EGFR
regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	1/45	0.10865428362703972	0.14267467825783614	0	0	9.047727272727272	20.08219202209419	STAT3
positive regulation of RNA metabolic process (GO:0051254)	1/45	0.10865428362703972	0.14267467825783614	0	0	9.047727272727272	20.08219202209419	EGFR
mitotic G2/M transition checkpoint (GO:0044818)	1/45	0.10865428362703972	0.14267467825783614	0	0	9.047727272727272	20.08219202209419	ATM
regulation of B cell proliferation (GO:0030888)	1/46	0.11093233713692385	0.14513759223960293	0	0	8.846222222222222	19.451381614691524	ATM
regulation of cellular protein localization (GO:1903827)	1/46	0.11093233713692385	0.14513759223960293	0	0	8.846222222222222	19.451381614691524	HSP90AA1
interleukin-12-mediated signaling pathway (GO:0035722)	1/46	0.11093233713692385	0.14513759223960293	0	0	8.846222222222222	19.451381614691524	IL12A
polyol metabolic process (GO:0019751)	1/47	0.11320468243017383	0.14757526071017843	0	0	8.653478260869566	18.85210212832726	CALM1
glycosphingolipid metabolic process (GO:0006687)	1/47	0.11320468243017383	0.14757526071017843	0	0	8.653478260869566	18.85210212832726	UGCG
telomere organization (GO:0032200)	1/47	0.11320468243017383	0.14757526071017843	0	0	8.653478260869566	18.85210212832726	ATM
cellular response to interleukin-12 (GO:0071349)	1/48	0.11547133350102946	0.14980813291140752	0	0	8.468936170212766	18.28217177060722	IL12A
cellular response to ionizing radiation (GO:0071479)	1/48	0.11547133350102946	0.14980813291140752	0	0	8.468936170212766	18.28217177060722	ATM
positive regulation of DNA repair (GO:0045739)	1/48	0.11547133350102946	0.14980813291140752	0	0	8.468936170212766	18.28217177060722	EGFR
inositol phosphate metabolic process (GO:0043647)	1/48	0.11547133350102946	0.14980813291140752	0	0	8.468936170212766	18.28217177060722	CALM1
inflammatory response (GO:0006954)	2/230	0.11650993458215281	0.15093169822167737	0	0	3.5304332259219477	7.589650271701906	HRH1;STAT3
apoptotic process (GO:0006915)	2/231	0.11734331123699585	0.15093169822167737	0	0	3.5148382497103645	7.53107294437951	PIK3CA;MTOR
negative regulation of catabolic process (GO:0009895)	1/49	0.117732304342972	0.15093169822167737	0	0	8.292083333333334	17.739600807203995	EGFR
receptor internalization (GO:0031623)	1/49	0.117732304342972	0.15093169822167737	0	0	8.292083333333334	17.739600807203995	SYK
regulation of cellular localization (GO:0060341)	1/49	0.117732304342972	0.15093169822167737	0	0	8.292083333333334	17.739600807203995	HSP90AA1
regulation of interferon-beta production (GO:0032648)	1/49	0.117732304342972	0.15093169822167737	0	0	8.292083333333334	17.739600807203995	HSP90AA1
regulation of smooth muscle cell proliferation (GO:0048660)	1/49	0.117732304342972	0.15093169822167737	0	0	8.292083333333334	17.739600807203995	IL12A
regulation of stress-activated MAPK cascade (GO:0032872)	1/49	0.117732304342972	0.15093169822167737	0	0	8.292083333333334	17.739600807203995	EGFR
response to unfolded protein (GO:0006986)	1/49	0.117732304342972	0.15093169822167737	0	0	8.292083333333334	17.739600807203995	HSP90AA1
positive regulation of reactive oxygen species metabolic process (GO:2000379)	1/49	0.117732304342972	0.15093169822167737	0	0	8.292083333333334	17.739600807203995	SYK
regulation of cellular component movement (GO:0051270)	1/50	0.11998760892209076	0.15340523734537037	0	0	8.122448979591837	17.22257115519733	EGFR
ribosome assembly (GO:0042255)	1/50	0.11998760892209076	0.15340523734537037	0	0	8.122448979591837	17.22257115519733	RPL3
regulation of apoptotic process (GO:0042981)	4/742	0.1200870942990099	0.15340523734537037	0	0	2.2154183243960097	4.695663354650199	HSP90AA1;SRC;ATM;EGFR
blood circulation (GO:0008015)	1/51	0.12223726113805758	0.15560084300162152	0	0	7.9596	16.729418504490184	HTR7
regulation of epithelial cell migration (GO:0010632)	1/51	0.12223726113805758	0.15560084300162152	0	0	7.9596	16.729418504490184	SRC
regulation of interleukin-12 production (GO:0032655)	1/51	0.12223726113805758	0.15560084300162152	0	0	7.9596	16.729418504490184	SYK
negative regulation of protein metabolic process (GO:0051248)	1/52	0.12448127486089838	0.15734665817697668	0	0	7.80313725490196	16.25861660572103	EGFR
negative regulation of protein-containing complex assembly (GO:0031333)	1/52	0.12448127486089838	0.15734665817697668	0	0	7.80313725490196	16.25861660572103	SRC
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	1/52	0.12448127486089838	0.15734665817697668	0	0	7.80313725490196	16.25861660572103	SRC
glycolipid metabolic process (GO:0006664)	1/52	0.12448127486089838	0.15734665817697668	0	0	7.80313725490196	16.25861660572103	UGCG
signal transduction in response to DNA damage (GO:0042770)	1/52	0.12448127486089838	0.15734665817697668	0	0	7.80313725490196	16.25861660572103	ATM
sprouting angiogenesis (GO:0002040)	1/52	0.12448127486089838	0.15734665817697668	0	0	7.80313725490196	16.25861660572103	EPHB4
negative regulation of apoptotic process (GO:0043066)	3/485	0.1262471306625301	0.1590611095388891	0	0	2.524247925311203	5.223966265687604	PIK3CA;SRC;EGFR
negative regulation of cysteine-type endopeptidase activity (GO:2000117)	1/53	0.12671966397645323	0.1590611095388891	0	0	7.652692307692308	15.808763430053926	SRC
positive regulation of B cell activation (GO:0050871)	1/53	0.12671966397645323	0.1590611095388891	0	0	7.652692307692308	15.808763430053926	SYK
positive regulation of chemokine production (GO:0032722)	1/53	0.12671966397645323	0.1590611095388891	0	0	7.652692307692308	15.808763430053926	SYK
heart morphogenesis (GO:0003007)	1/53	0.12671966397645323	0.1590611095388891	0	0	7.652692307692308	15.808763430053926	EPHB4
positive regulation of NIK/NF-kappaB signaling (GO:1901224)	1/53	0.12671966397645323	0.1590611095388891	0	0	7.652692307692308	15.808763430053926	EGFR
regulation of focal adhesion assembly (GO:0051893)	1/54	0.1289524422762036	0.1613023613212165	0	0	7.507924528301887	15.378568956697888	SRC
regulation of potassium ion transmembrane transport (GO:1901379)	1/54	0.1289524422762036	0.1613023613212165	0	0	7.507924528301887	15.378568956697888	KCNH2
positive regulation of leukocyte chemotaxis (GO:0002690)	1/54	0.1289524422762036	0.1613023613212165	0	0	7.507924528301887	15.378568956697888	IL12A
protein targeting to mitochondrion (GO:0006626)	1/55	0.1311796235333056	0.16352114362100997	0	0	7.368518518518519	14.966844351283973	HSP90AA1
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)	1/55	0.1311796235333056	0.16352114362100997	0	0	7.368518518518519	14.966844351283973	SRC
regulation of blood vessel endothelial cell migration (GO:0043535)	1/55	0.1311796235333056	0.16352114362100997	0	0	7.368518518518519	14.966844351283973	EPHA2
blood vessel morphogenesis (GO:0048514)	1/56	0.1334012215016236	0.16533805459880496	0	0	7.234181818181818	14.572492368856361	SYK
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	1/56	0.1334012215016236	0.16533805459880496	0	0	7.234181818181818	14.572492368856361	ATM
positive regulation of interleukin-1 beta production (GO:0032731)	1/56	0.1334012215016236	0.16533805459880496	0	0	7.234181818181818	14.572492368856361	STAT3
telomere maintenance (GO:0000723)	1/56	0.1334012215016236	0.16533805459880496	0	0	7.234181818181818	14.572492368856361	ATM
mitochondrial transport (GO:0006839)	1/56	0.1334012215016236	0.16533805459880496	0	0	7.234181818181818	14.572492368856361	HSP90AA1
positive regulation of signal transduction (GO:0009967)	2/252	0.13518250271801704	0.16712740823429542	0	0	3.2161632653061223	6.435959320538208	SRC;STAT3
dicarboxylic acid metabolic process (GO:0043648)	1/57	0.13561724993503824	0.16712740823429542	0	0	7.104642857142857	14.19449881866513	DHFR
positive regulation of cell junction assembly (GO:1901890)	1/57	0.13561724993503824	0.16712740823429542	0	0	7.104642857142857	14.19449881866513	EPHA2
positive regulation of interferon-gamma production (GO:0032729)	1/57	0.13561724993503824	0.16712740823429542	0	0	7.104642857142857	14.19449881866513	IL12A
ribosomal large subunit biogenesis (GO:0042273)	1/57	0.13561724993503824	0.16712740823429542	0	0	7.104642857142857	14.19449881866513	RPL3
receptor metabolic process (GO:0043112)	1/58	0.1378277224452986	0.1694654496429694	0	0	6.979649122807017	13.831924966135816	SYK
regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	1/58	0.1378277224452986	0.1694654496429694	0	0	6.979649122807017	13.831924966135816	SYK
regulation of gene expression (GO:0010468)	5/1079	0.1392116787235407	0.17097279952198757	0	0	1.910270423447494	3.7665941142733033	STAT3;ATM;DRD1;ATP1B1;MTOR
response to reactive oxygen species (GO:0000302)	1/59	0.14003265276743462	0.17139743245968808	0	0	6.858965517241379	13.483900727066946	EGFR
selective autophagy (GO:0061912)	1/59	0.14003265276743462	0.17139743245968808	0	0	6.858965517241379	13.483900727066946	ATM
mitotic DNA damage checkpoint signaling (GO:0044773)	1/59	0.14003265276743462	0.17139743245968808	0	0	6.858965517241379	13.483900727066946	ATM
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)	1/60	0.14223205444789616	0.17389274905381202	0	0	6.742372881355932	13.14961860629303	DRD2
regulation of endocytosis (GO:0030100)	1/61	0.14442594109834228	0.17597845525721437	0	0	6.629666666666667	12.828328236167948	SRC
response to light stimulus (GO:0009416)	1/61	0.14442594109834228	0.17597845525721437	0	0	6.629666666666667	12.828328236167948	DRD2
protein lipidation (GO:0006497)	1/61	0.14442594109834228	0.17597845525721437	0	0	6.629666666666667	12.828328236167948	UGCG
double-strand break repair via nonhomologous end joining (GO:0006303)	1/62	0.14661432628051652	0.1778438352416131	0	0	6.520655737704918	12.519331488414107	ATM
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	1/62	0.14661432628051652	0.1778438352416131	0	0	6.520655737704918	12.519331488414107	SYK
positive regulation of interleukin-1 production (GO:0032732)	1/62	0.14661432628051652	0.1778438352416131	0	0	6.520655737704918	12.519331488414107	STAT3
response to retinoic acid (GO:0032526)	1/62	0.14661432628051652	0.1778438352416131	0	0	6.520655737704918	12.519331488414107	ATM
cellular response to reactive oxygen species (GO:0034614)	1/63	0.14879722352081215	0.1798866992732053	0	0	6.4151612903225805	12.2219780695598	EGFR
organonitrogen compound catabolic process (GO:1901565)	1/63	0.14879722352081215	0.1798866992732053	0	0	6.4151612903225805	12.2219780695598	MTOR
positive regulation of DNA metabolic process (GO:0051054)	1/63	0.14879722352081215	0.1798866992732053	0	0	6.4151612903225805	12.2219780695598	EGFR
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	1/64	0.1509746462617491	0.18170697136286154	0	0	6.313015873015873	11.93566155335813	SRC
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	1/64	0.1509746462617491	0.18170697136286154	0	0	6.313015873015873	11.93566155335813	SRC
regulation of innate immune response (GO:0045088)	1/64	0.1509746462617491	0.18170697136286154	0	0	6.313015873015873	11.93566155335813	FGR
plasma membrane organization (GO:0007009)	1/64	0.1509746462617491	0.18170697136286154	0	0	6.313015873015873	11.93566155335813	UGCG
regulation of cellular catabolic process (GO:0031329)	1/65	0.1531466080202981	0.18391190885456443	0	0	6.2140625	11.65981578981922	ATM
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	1/65	0.1531466080202981	0.18391190885456443	0	0	6.2140625	11.65981578981922	ATM
regulation of protein localization (GO:0032880)	1/66	0.15531312215525786	0.18589468824335065	0	0	6.118153846153846	11.393911673481483	HSP90AA1
positive regulation of cell cycle (GO:0045787)	1/66	0.15531312215525786	0.18589468824335065	0	0	6.118153846153846	11.393911673481483	EGFR
positive regulation of T cell proliferation (GO:0042102)	1/66	0.15531312215525786	0.18589468824335065	0	0	6.118153846153846	11.393911673481483	SYK
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	1/67	0.15747420210503935	0.18806521708350174	0	0	6.025151515151515	11.137454197295655	EGFR
regulation of gene silencing by miRNA (GO:0060964)	1/67	0.15747420210503935	0.18806521708350174	0	0	6.025151515151515	11.137454197295655	STAT3
cell chemotaxis (GO:0060326)	1/69	0.1617801127894188	0.19235833191005622	0	0	5.847352941176471	10.651053922995473	EPHA2
cellular response to calcium ion (GO:0071277)	1/69	0.1617801127894188	0.19235833191005622	0	0	5.847352941176471	10.651053922995473	KCNH1
positive regulation of MAP kinase activity (GO:0043406)	1/69	0.1617801127894188	0.19235833191005622	0	0	5.847352941176471	10.651053922995473	EGFR
positive regulation of protein polymerization (GO:0032273)	1/69	0.1617801127894188	0.19235833191005622	0	0	5.847352941176471	10.651053922995473	HSP90AA1
carbohydrate homeostasis (GO:0033500)	1/70	0.16392497014804353	0.19405559923433596	0	0	5.76231884057971	10.420268847595578	STAT3
neutrophil chemotaxis (GO:0030593)	1/70	0.16392497014804353	0.19405559923433596	0	0	5.76231884057971	10.420268847595578	SYK
regulation of plasma membrane bounded cell projection assembly (GO:0120032)	1/70	0.16392497014804353	0.19405559923433596	0	0	5.76231884057971	10.420268847595578	EPHA2
establishment of protein localization to membrane (GO:0090150)	1/70	0.16392497014804353	0.19405559923433596	0	0	5.76231884057971	10.420268847595578	EGFR
positive regulation of programmed cell death (GO:0043068)	2/286	0.16522539615356438	0.19538128812913297	0	0	2.8262431733256683	5.088494542233074	SYK;ATM
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	1/71	0.16606444654648544	0.1957317332933521	0	0	5.679714285714286	10.197241650235561	EGFR
response to metal ion (GO:0010038)	1/71	0.16606444654648544	0.1957317332933521	0	0	5.679714285714286	10.197241650235561	CALM1
myeloid leukocyte differentiation (GO:0002573)	1/71	0.16606444654648544	0.1957317332933521	0	0	5.679714285714286	10.197241650235561	EPHA2
cell morphogenesis involved in differentiation (GO:0000904)	1/72	0.16819855520195093	0.19717317088679404	0	0	5.599436619718309	9.981612391566653	EPHA2
negative regulation of supramolecular fiber organization (GO:1902904)	1/72	0.16819855520195093	0.19717317088679404	0	0	5.599436619718309	9.981612391566653	PIK3CA
extrinsic apoptotic signaling pathway (GO:0097191)	1/72	0.16819855520195093	0.19717317088679404	0	0	5.599436619718309	9.981612391566653	IL12A
response to ionizing radiation (GO:0010212)	1/72	0.16819855520195093	0.19717317088679404	0	0	5.599436619718309	9.981612391566653	ATM
